2026-03-10 11:14:49.534758+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs-1
  Scion version: 

  pid:           36
  euid/egid:     0 0
  cmd line:      ["bin/control" "--config" "/root/escenario/ISD2/AS214/config/tmp/cs1-tmp.toml"]

2026-03-10 11:14:49.565369+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "/root/escenario/ISD2/AS214/config/database/cs-1.path.db"}
2026-03-10 11:14:50.304475+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "1ad0c147", "task": "control_pathstorage_cleaner_cleaner"}
2026-03-10 11:14:50.322126+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "/root/escenario/ISD2/AS214/config/database/cs-1.trust.db"}
2026-03-10 11:14:50.503271+0000	INFO	           control/trust.go:40	TRCs loaded	{"files": []}
2026-03-10 11:14:50.503837+0000	DEBUG	           control/trust.go:43	Ignoring existing TRC	{"file": "/root/escenario/ISD2/AS214/config/certs/ISD2-B1-S1.trc"}
2026-03-10 11:14:50.542381+0000	INFO	           control/trust.go:53	Certificate chains loaded	{"files": []}
2026-03-10 11:14:50.543242+0000	DEBUG	           control/trust.go:56	Ignoring existing certificate chain	{"file": "/root/escenario/ISD2/AS214/config/crypto/as/ISD2-AS214.pem"}
2026-03-10 11:14:50.544060+0000	DEBUG	              snet/snet.go:178	UDP socket openned on	{"addr": "10.0.2.14:32767"}
2026-03-10 11:14:50.544247+0000	INFO	        appnet/infraenv.go:102	QUIC server conn initialized	{"local_addr": "2-214,10.0.2.14:30254"}
2026-03-10 11:14:50.544565+0000	INFO	        appnet/infraenv.go:103	QUIC client conn initialized	{"local_addr": "2-214,10.0.2.14:32767"}
2026/03/10 11:14:50 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2026-03-10 11:14:50.548916+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "/root/escenario/ISD2/AS214/config/database/cs-1.beacon.db"}
2026-03-10 11:14:51.192227+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "48dad405", "task": "control_beaconstorage_cleaner_cleaner"}
2026-03-10 11:14:51.277143+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "/root/escenario/ISD2/AS214/config/certs/ISD2-B1-S1.trc"}
2026-03-10 11:14:51.311567+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "/root/escenario/ISD2/AS214/config/crypto/as/ISD2-AS214.pem"}
2026-03-10 11:14:51.313408+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "324d6360476fd9cd40b3591a192ec1f7f240c696", "expiration": "2026-04-07 20:46:56.000000+0000"}
2026-03-10 11:14:51.314047+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "aa512d9d", "task": "signer generator"}
2026-03-10 11:14:51.315425+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "dc6a6f18", "task": "trc expiration updater"}
2026-03-10 11:14:51.316871+0000	INFO	           control/main.go:663	DRKey is DISABLED by configuration
2026-03-10 11:14:51.317648+0000	INFO	           control/main.go:715	Exposing API	{"addr": "10.0.2.14:30554"}
