2026-03-10 11:14:49.526397+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs-1
  Scion version: 

  pid:           36
  euid/egid:     0 0
  cmd line:      ["bin/control" "--config" "/root/escenario/ISD1/AS112/config/tmp/cs1-tmp.toml"]

2026-03-10 11:14:49.564368+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "/root/escenario/ISD1/AS112/config/database/cs-1.path.db"}
2026-03-10 11:14:50.314324+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "87d2e89f", "task": "control_pathstorage_cleaner_cleaner"}
2026-03-10 11:14:50.343877+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "/root/escenario/ISD1/AS112/config/database/cs-1.trust.db"}
2026-03-10 11:14:50.512218+0000	INFO	           control/trust.go:40	TRCs loaded	{"files": []}
2026-03-10 11:14:50.512745+0000	DEBUG	           control/trust.go:43	Ignoring existing TRC	{"file": "/root/escenario/ISD1/AS112/config/certs/ISD1-B1-S1.trc"}
2026-03-10 11:14:50.553891+0000	INFO	           control/trust.go:53	Certificate chains loaded	{"files": []}
2026-03-10 11:14:50.554706+0000	DEBUG	           control/trust.go:56	Ignoring existing certificate chain	{"file": "/root/escenario/ISD1/AS112/config/crypto/as/ISD1-AS112.pem"}
2026-03-10 11:14:50.555755+0000	DEBUG	              snet/snet.go:178	UDP socket openned on	{"addr": "10.0.1.12:32767"}
2026-03-10 11:14:50.556374+0000	INFO	        appnet/infraenv.go:102	QUIC server conn initialized	{"local_addr": "1-112,10.0.1.12:30254"}
2026-03-10 11:14:50.557437+0000	INFO	        appnet/infraenv.go:103	QUIC client conn initialized	{"local_addr": "1-112,10.0.1.12:32767"}
2026/03/10 11:14:50 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2026-03-10 11:14:50.559329+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "/root/escenario/ISD1/AS112/config/database/cs-1.beacon.db"}
2026-03-10 11:14:50.670387+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "2c3ca6b0", "task": "control_beaconstorage_cleaner_cleaner"}
2026-03-10 11:14:50.737976+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "/root/escenario/ISD1/AS112/config/certs/ISD1-B1-S1.trc"}
2026-03-10 11:14:50.769097+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "/root/escenario/ISD1/AS112/config/crypto/as/ISD1-AS112.pem"}
2026-03-10 11:14:50.771537+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "62137d9f83745e214173a69a69383f69748f4fe3", "expiration": "2026-04-07 20:46:56.000000+0000"}
2026-03-10 11:14:50.772286+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "c82334c5", "task": "signer generator"}
2026-03-10 11:14:50.772976+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "04b954ea", "task": "trc expiration updater"}
2026-03-10 11:14:50.773862+0000	INFO	           control/main.go:663	DRKey is DISABLED by configuration
2026-03-10 11:14:50.774995+0000	INFO	           control/main.go:715	Exposing API	{"addr": "10.0.1.12:30554"}
2026-03-10 11:14:50.777276+0000	INFO	           control/main.go:742	No static info file found. Static info settings disabled.	{"err": {"msg": "failed to read static info config: ", "cause": "open /root/escenario/ISD1/AS112/config/staticInfoConfig.json: no such file or directory", "stacktrace": ["github.com/scionproto/scion/control/beaconing.ParseStaticInfoCfg /home/alonso/Escritorio/scion-orchestrator/dev/scion/control/beaconing/staticinfo_config.go:94", "main.realMain /home/alonso/Escritorio/scion-orchestrator/dev/scion/control/cmd/control/main.go:740", "github.com/scionproto/scion/private/app/launcher.(*Application).executeCommand /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/app/launcher/launcher.go:217", "github.com/scionproto/scion/private/app/launcher.(*Application).run.func1 /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/app/launcher/launcher.go:113", "github.com/spf13/cobra.(*Command).execute /home/alonso/go/pkg/mod/github.com/spf13/cobra@v1.8.0/command.go:983", "github.com/spf13/cobra.(*Command).ExecuteC /home/alonso/go/pkg/mod/github.com/spf13/cobra@v1.8.0/command.go:1115", "github.com/spf13/cobra.(*Command).Execute /home/alonso/go/pkg/mod/github.com/spf13/cobra@v1.8.0/command.go:1039", "github.com/spf13/cobra.(*Command).ExecuteContext /home/alonso/go/pkg/mod/github.com/spf13/cobra@v1.8.0/command.go:1032", "github.com/scionproto/scion/private/app/launcher.(*Application).run /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/app/launcher/launcher.go:148", "github.com/scionproto/scion/private/app/launcher.(*Application).Run /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/app/launcher/launcher.go:101", "main.main /home/alonso/Escritorio/scion-orchestrator/dev/scion/control/cmd/control/main.go:109", "runtime.main /usr/local/go/src/runtime/proc.go:290"], "file": "/root/escenario/ISD1/AS112/config/staticInfoConfig.json"}}
2026-03-10 11:14:50.778217+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "6e19995c", "task": "control_beaconing_propagator"}
2026-03-10 11:14:50.781150+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "b8e51f02", "task": "control_beaconing_registrar"}
2026-03-10 11:14:50.782362+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "e565b123", "task": "control_beaconing_registrar"}
2026-03-10 11:14:50.783429+0000	INFO	      periodic/periodic.go:133	Starting periodic task	{"debug_id": "312c12f9", "task": "control_pathstorage_cleaner"}
2026-03-10 11:14:50.784129+0000	INFO	           control/main.go:816	Started periodic tasks
2026-03-10 11:14:50.785280+0000	INFO	                env/env.go:201	Exporting prometheus metrics	{"addr": "127.0.0.1:30454"}
2026-03-10 11:14:51.288179+0000	DEBUG	 trust/fetching_provider.go:85	Getting chains	{"debug_id": "b8e51f02", "isd_as": "1-111", "validity": "not_before=2026-03-10T11:10:19Z, not_after=2026-03-10T17:10:19Z", "subject_key_id": "50305dac98d105051f2a9750312c8e459ccac427"}
2026-03-10 11:14:51.292670+0000	DEBUG	 trust/fetching_provider.go:85	Getting chains	{"debug_id": "e565b123", "isd_as": "1-111", "validity": "not_before=2026-03-10T11:10:19Z, not_after=2026-03-10T17:10:19Z", "subject_key_id": "50305dac98d105051f2a9750312c8e459ccac427"}
2026-03-10 11:14:51.301939+0000	DEBUG	 trust/fetching_provider.go:85	Getting chains	{"debug_id": "b8e51f02", "isd_as": "1-110", "validity": "not_before=2026-03-10T11:10:19Z, not_after=2026-03-10T17:10:19Z", "subject_key_id": "30bb7ee27b62db9d4b1d493cce532d9217e54cea"}
2026-03-10 11:14:51.303045+0000	DEBUG	 trust/fetching_provider.go:85	Getting chains	{"debug_id": "e565b123", "isd_as": "1-110", "validity": "not_before=2026-03-10T11:10:19Z, not_after=2026-03-10T17:10:19Z", "subject_key_id": "30bb7ee27b62db9d4b1d493cce532d9217e54cea"}
2026-03-10 11:14:51.308033+0000	DEBUG	            appnet/addr.go:138	Sending SVC resolution request	{"debug_id": "b8e51f02", "isd_as": "1-110", "svc": "CS"}
2026-03-10 11:14:51.308057+0000	DEBUG	            appnet/addr.go:138	Sending SVC resolution request	{"debug_id": "b8e51f02", "isd_as": "1-111", "svc": "CS"}
2026-03-10 11:14:51.314440+0000	DEBUG	            appnet/addr.go:142	SVC resolution failed	{"debug_id": "b8e51f02", "err": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}
2026-03-10 11:14:51.315995+0000	ERROR	       beaconing/writer.go:324	Unable to register segment	{"debug_id": "b8e51f02", "seg_type": "down", "addr": "1-111,CS", "err": {"msg": "resolving SVC address", "cause": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}}
2026-03-10 11:14:51.316360+0000	DEBUG	            appnet/addr.go:142	SVC resolution failed	{"debug_id": "b8e51f02", "err": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}
2026-03-10 11:14:51.321902+0000	ERROR	       beaconing/writer.go:324	Unable to register segment	{"debug_id": "b8e51f02", "seg_type": "down", "addr": "1-110,CS", "err": {"msg": "resolving SVC address", "cause": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}}
2026-03-10 11:14:51.322431+0000	ERROR	       beaconing/writer.go:110	Unable to register	{"debug_id": "b8e51f02", "seg_type": "down", "err": {"msg": "no beacons registered", "stacktrace": ["github.com/scionproto/scion/control/beaconing.(*RemoteWriter).Write /home/alonso/Escritorio/scion-orchestrator/dev/scion/control/beaconing/writer.go:191", "github.com/scionproto/scion/control/beaconing.(*WriteScheduler).run /home/alonso/Escritorio/scion-orchestrator/dev/scion/control/beaconing/writer.go:124", "github.com/scionproto/scion/control/beaconing.(*WriteScheduler).Run /home/alonso/Escritorio/scion-orchestrator/dev/scion/control/beaconing/writer.go:109", "github.com/scionproto/scion/private/periodic.(*Runner).onTick /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/periodic/periodic.go:206", "github.com/scionproto/scion/private/periodic.(*Runner).runLoop /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/periodic/periodic.go:188", "github.com/scionproto/scion/private/periodic.StartWithMetrics.func1 /home/alonso/Escritorio/scion-orchestrator/dev/scion/private/periodic/periodic.go:138"], "candidates": 2}}
2026-03-10 11:14:51.338965+0000	DEBUG	      seghandler/storage.go:49	Segments updated in DB	{"debug_id": "e565b123", "segments": ["2bd2e6a9f95925c4c2cc607e", "d2e764e9d8729ea0984a299d"]}
2026-03-10 11:14:51.339724+0000	DEBUG	       beaconing/writer.go:254	Registered beacons	{"debug_id": "e565b123", "seg_type": "up", "count": 2, "start_isd_ases": 2}
2026-03-10 11:14:51.784877+0000	DEBUG	            appnet/addr.go:138	Sending SVC resolution request	{"debug_id": "b8e51f02", "isd_as": "1-110", "svc": "CS"}
2026-03-10 11:14:51.784985+0000	DEBUG	            appnet/addr.go:138	Sending SVC resolution request	{"debug_id": "b8e51f02", "isd_as": "1-111", "svc": "CS"}
2026-03-10 11:14:51.791307+0000	DEBUG	            appnet/addr.go:142	SVC resolution failed	{"debug_id": "b8e51f02", "err": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}
2026-03-10 11:14:51.792073+0000	ERROR	       beaconing/writer.go:324	Unable to register segment	{"debug_id": "b8e51f02", "seg_type": "down", "addr": "1-110,CS", "err": {"msg": "resolving SVC address", "cause": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}}
2026-03-10 11:14:51.792274+0000	DEBUG	            appnet/addr.go:142	SVC resolution failed	{"debug_id": "b8e51f02", "err": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}
2026-03-10 11:14:51.797323+0000	ERROR	       beaconing/writer.go:324	Unable to register segment	{"debug_id": "b8e51f02", "seg_type": "down", "addr": "1-111,CS", "err": {"msg": "resolving SVC address", "cause": {"msg": "unable to read", "cause": "ExternalInterfaceDown"}}}
